Garland Rowe,41,159,89,sailing
Jody Holcomb,35,162,72,cycling
Jacquie Mays,26,165,75,modern pentathlon
Alejandrina Chen,42,151,57,badminton
Fredrick Guerrero,33,155,43,boxing
Roy Myers,19,152,89,shooting
Gaston Mccormick,45,176,50,fencing
Hyman Frederick,30,183,38,football
Ezequiel Roy,30,197,42,taekwondo
Tu Weeks,37,199,52,triathlon
Melani Sears,27,184,45,judo
Andrew Robbins,31,182,61,cycling
Charley Hutchinson,26,176,42,weightlifting
Jeffie Harrington,40,186,67,rowing
Mose Casey,49,179,71,sailing
Sheridan Bonner,40,182,77,equestrian
Gracia Chen,43,198,40,table tennis
Eura Gomez,38,164,52,triathlon
Jeni Marks,42,175,88,softball
Marlon Miller,31,172,70,basketball
Les O'neil,18,182,44,archery
Kim Travis,38,159,88,baseball
Jone Munoz,48,197,90,modern pentathlon
Aracelis Todd,24,174,52,gymnastics
Pia O'neill,49,160,41,athletics
Jamey Casey,36,158,62,aquatics
Tom Melendez,23,171,58,softball
Jarrod Bishop,28,175,56,canoeing
Ollie Hill,24,182,84,volleyball
Christian Holder,20,187,77,taekwondo
Rosamaria Guzman,46,171,88,athletics
Lean Herrera,39,165,67,triathlon
Latashia Paul,19,189,80,aquatics
Erick Odom,40,198,78,baseball
Keeley Barr,36,178,57,fencing
Alisia Sheppard,32,169,68,baseball
Keith Brown,39,196,74,judo
Ayanna Reilly,18,188,61,softball
Lili Navarro,39,164,83,judo
Luis Tyler,36,177,38,basketball
Neda Key,35,160,85,cycling
Dania Dyer,17,183,84,fencing
Boris Pugh,17,158,49,cycling
Raymundo Ortiz,16,192,77,triathlon
Larry Monroe,40,163,77,fencing
Emmitt Bradshaw,34,154,43,weightlifting
Steffanie Bowman,25,194,59,modern pentathlon
Kathe Conner,20,169,49,handball
Etha Savage,44,196,57,athletics
Leslie Gamble,40,153,90,judo
Rolland Carr,30,155,45,sailing
Mathilde Newton,16,179,80,cycling
Earl Boone,43,178,81,aquatics
Steven Stanley,40,175,39,hockey
Bryce Welch,23,192,79,athletics
Helaine Woods,38,154,47,hockey
Tereasa Mcdonald,25,164,62,judo
Dan Jackson,37,196,70,table tennis
Margarito Garner,26,162,90,triathlon
Max Green,48,200,62,fencing
Cody Juarez,49,155,71,cycling
Matha Oliver,33,155,71,fencing
Brent Wilkins,35,154,61,football
Frida Dodson,31,194,48,shooting
Gregorio Fitzgerald,46,198,63,badminton
Christene Barker,25,172,86,judo
Jae Morales,48,152,52,hockey
Hipolito Phelps,43,150,67,tennis
Denis Warren,24,192,53,equestrian
Nicholas Kelley,41,159,88,handball
Brendan William,47,169,63,baseball
Evan Bonner,48,171,63,basketball
Carlita Myers,32,157,43,equestrian
Matthew Brewer,31,166,75,archery
Barrie Banks,50,153,73,sailing
Shannon Buchanan,19,161,53,rowing
Dick Jackson,18,194,77,football
Shenika Hobbs,22,176,39,equestrian
Trey Miles,47,180,67,basketball
Willis Knowles,40,157,45,handball
Jasper Sims,16,179,72,triathlon
Magan Pope,46,196,63,triathlon
Eloy Harmon,21,161,43,hockey
Dagmar Joseph,47,161,59,judo
Moshe Franco,37,154,73,modern pentathlon
Raymond Sampson,43,199,86,aquatics
Darron Dyer,25,183,62,badminton
Avery Robinson,37,185,58,table tennis
Jaime Bauer,45,168,45,shooting
Valene Randolph,22,151,75,aquatics
Danial Madden,38,162,60,judo
Cortez Mccormick,44,193,76,table tennis
Xuan Bender,20,166,80,baseball
Jayna Mcguire,32,160,48,basketball
Niesha Craft,17,151,48,judo
Yolando Mcintyre,34,165,73,weightlifting
Columbus Tucker,29,181,40,athletics
Miki Cook,35,188,47,archery
Arnoldo Boone,35,154,50,badminton
Edgardo Langley,18,194,43,volleyball
Sharee James,25,164,82,cycling
Deja Gibbs,31,151,58,badminton
Kelley Humphrey,48,192,53,equestrian
Dewitt Prince,38,176,57,baseball
Murray Pittman,22,199,45,archery
Marni Vang,36,179,38,taekwondo
Camila Chandler,45,166,53,hockey
Kennith Dickerson,17,168,78,boxing
Bethel Harding,26,200,72,aquatics
Micki Blackburn,21,193,74,equestrian
Art Lawrence,36,189,88,hockey
Bryon Mckee,43,169,85,baseball
Archie Harris,21,172,40,gymnastics
Andres Harmon,48,156,47,taekwondo
Meggan Cross,48,158,85,athletics
Amira Mckenzie,27,165,87,tennis
Dominick Wallace,36,156,70,badminton
Camila Petersen,39,192,88,gymnastics
Luigi Bradley,24,151,48,softball
Scottie Nicholson,33,188,42,taekwondo
Cody Silva,35,152,82,cycling
Edris Sheppard,29,164,70,modern pentathlon
Christena Sweet,17,192,41,hockey
Carmen Combs,25,189,83,sailing
Adolph Daugherty,40,198,43,equestrian
Dannette Cohen,24,172,89,handball
Mallie Madden,37,194,56,canoeing
Lakia Dalton,49,164,54,rowing
Luciano Garcia,25,167,61,table tennis
Chieko Santos,36,198,53,gymnastics
Elijah Dyer,19,190,90,archery
Florentino Lewis,40,164,70,hockey
Coy Wilcox,16,169,60,badminton
Perry Marquez,30,189,70,tennis
Jonathon Robinson,50,161,67,basketball
Sylvester Ferrell,39,199,88,boxing
Krystina Massey,18,183,79,baseball
Rashad Stephens,31,183,67,badminton
Hilaria Soto,42,155,66,aquatics
Gail Russell,34,168,73,cycling
Ollie Roach,18,186,79,weightlifting
Elke Murphy,42,179,85,gymnastics
Sheilah Day,49,160,66,badminton
Allan Hunter,39,174,47,shooting
Julius Suarez,20,165,57,modern pentathlon
Weston Sheppard,28,187,44,triathlon
Anderson Hebert,33,180,55,tennis
Frederic Pacheco,16,192,56,baseball
Jesusita Daniels,30,196,55,handball
Antione Norris,31,157,56,hockey
Rayford Cox,17,164,73,volleyball
Renetta Gordon,31,153,85,softball
Mirella Cochran,39,164,87,baseball
Young Mcbride,19,178,80,athletics
Lincoln Humphrey,18,161,49,shooting
Zachariah Barker,48,170,86,softball
Emerson Owens,42,156,66,athletics
Reed Cline,38,198,74,sailing
Mauricio Mccarty,36,154,75,shooting
Ellyn Rosa,27,178,49,baseball
Emely Moreno,31,195,60,softball
Anibal Leon,30,181,90,triathlon
Tameika Fernandez,36,151,47,badminton
Elicia Wagner,27,198,83,equestrian
Jamey Blanchard,47,193,79,canoeing
Amee Parks,33,192,54,equestrian
Basil Beasley,31,168,43,fencing
John Vaughan,17,182,50,rowing
Euna Charles,28,151,50,table tennis
Shaun Ellis,42,184,54,baseball
Mitch Newman,41,165,83,football
Brooks Conway,50,182,53,basketball
Odis Ryan,39,182,90,fencing
Marguerita Levine,26,158,57,volleyball
Charita Wall,48,168,78,cycling
Rod Deleon,38,167,85,triathlon
Agripina Carroll,43,199,60,aquatics
Victorina Aguilar,36,167,54,modern pentathlon
Mellie House,49,182,39,equestrian
Maurice Crane,16,180,54,canoeing
Werner Daniel,21,160,65,boxing
Van Massey,17,185,57,aquatics
Yukiko Santana,19,166,74,table tennis
Gail Roy,21,180,73,cycling
Carl Harding,42,159,88,football
Vi Ramsey,33,157,88,volleyball
Margit Dickerson,27,167,72,football
Modesto Church,18,159,63,athletics
Gayle Ramos,21,183,46,judo
Sanford Logan,18,170,86,aquatics
Abraham Gould,31,158,46,judo
Timmy Lambert,45,166,85,volleyball
Mac Herrera,28,162,79,judo
Tayna Vinson,33,161,70,equestrian
Johnny Pace,48,184,60,tennis
Nobuko Lott,24,174,78,athletics
Kimberlie Carrillo,34,154,45,tennis
Arthur Burnett,43,160,78,baseball
Maryanna Wolfe,43,175,71,equestrian
Ara Marshall,36,186,78,tennis
Daniell Spencer,39,166,75,football
Yanira Boyle,42,180,57,modern pentathlon
Lilliana Myers,21,163,69,handball
Sommer Norton,47,197,80,cycling
Jc Callahan,40,177,81,table tennis
Asa Porter,16,163,76,triathlon
Eugenio Lowe,43,179,86,modern pentathlon
Kenneth Buckley,36,183,55,fencing
Kermit Cross,42,152,59,badminton
Daniell Burch,50,160,55,aquatics
Merlin Stafford,38,188,40,triathlon
Andrea Torres,26,176,59,football
Johnathon Golden,23,181,78,equestrian
Kiana Goodwin,16,155,65,gymnastics
Eladia Farley,25,163,71,weightlifting
Hyo Walter,24,160,61,athletics
Trevor Banks,18,164,68,table tennis
Al Rollins,47,180,74,football
Venice Todd,23,175,64,fencing
Kiera Levine,40,160,50,softball
Celinda Larsen,19,191,40,cycling
Arden Dickson,35,173,73,weightlifting
Jacqui Brock,33,192,86,aquatics
Arie Oliver,22,183,64,table tennis
Leonie Petty,23,171,64,hockey
Nigel Cantrell,47,180,60,fencing
Larhonda Yang,30,179,81,aquatics
Lanny Chang,27,195,77,cycling
Merlin Foster,26,179,76,canoeing
Amiee Chen,26,160,78,shooting
Shena Chen,43,164,80,canoeing
Williams Miller,46,192,60,archery
Alethia Cooper,25,162,86,handball
Darrick Parrish,50,153,78,equestrian
Brandon Moses,33,174,53,softball
Shaunda Underwood,41,193,62,volleyball
Roosevelt Downs,20,198,80,volleyball
Petronila Weeks,50,154,54,volleyball
Kemberly Wilkinson,36,178,62,basketball
Porfirio Charles,42,198,80,fencing
Katherina Cross,36,194,49,table tennis
Deon Cruz,23,196,77,table tennis
Stefan Clarke,48,172,38,aquatics
Alonso Key,44,189,77,rowing
Saul Gilbert,49,151,70,handball
Derek Dickson,17,187,68,cycling
Shaunna Freeman,39,158,54,equestrian
Isreal Mcgowan,47,165,77,hockey
Luise Fuentes,32,180,45,judo
Emeline Finch,29,177,75,fencing
Echo Fernandez,42,189,49,canoeing
Glen Roy,28,196,48,cycling
Brian Holcomb,23,196,71,football
Marceline Cotton,49,151,44,baseball
Loma Perry,31,192,38,judo
Andy Mendoza,26,158,57,weightlifting
Art Beach,47,199,77,tennis
Dorian Conway,16,163,84,football
Cecille Hicks,16,182,87,triathlon
Joeann Riley,36,151,81,weightlifting
Keith Contreras,49,183,70,rowing
Stacy O'neil,31,166,75,equestrian
Mendy Salinas,43,167,55,aquatics
Dion James,31,193,86,aquatics
Dorethea Johns,39,179,57,badminton
Onie Gray,18,192,69,athletics
Rochell Paul,27,173,44,equestrian
Rosann Castaneda,33,183,50,taekwondo
Christeen Barrera,31,178,50,softball
Miquel Peterson,46,185,43,tennis
Isidra York,44,181,72,shooting
Wilton Moran,42,155,62,modern pentathlon
Edmundo Holden,48,181,72,fencing
Jere Little,21,169,78,handball
Dale Dale,49,188,54,football
Reid Wagner,42,190,85,basketball
Norberto Stafford,44,160,55,taekwondo
Loyd Rosario,36,171,88,basketball
Stan Daugherty,23,200,67,gymnastics
Doyle Atkins,43,153,70,sailing
Jarvis Graham,21,198,53,baseball
Weston Foley,49,179,63,handball
Ricki Charles,28,162,70,volleyball
Anastacia Buchanan,50,167,39,softball
Wilson Miles,19,194,54,table tennis
Cecila Rice,26,182,84,tennis
Rusty Blankenship,26,170,62,equestrian
Willette Byers,21,158,83,sailing
Tamatha Haney,34,194,84,cycling
Jeremy Patrick,33,180,52,rowing
Dave Meyers,24,177,58,canoeing
Dick Ortega,21,167,43,fencing
Macie Kirby,22,191,68,boxing
Charlott Day,24,178,89,cycling
Eliseo Velazquez,17,165,41,badminton
Shenika Lancaster,23,183,43,hockey
Andreas Potter,34,190,55,triathlon
Maryrose Peters,37,156,53,athletics
Dane Valencia,31,160,60,shooting
Consuela Deleon,29,179,80,canoeing
Sherman Fitzgerald,49,175,53,basketball
Hosea Patel,35,191,82,equestrian
Kerry Matthews,50,165,65,gymnastics
Carry Huber,47,184,53,fencing
Shan Benson,19,174,53,archery
Gretta Brock,47,176,67,table tennis
Bo Burris,37,175,54,shooting
Leonel Mcdaniel,22,194,52,cycling
Delmy Petty,45,154,80,football
Misha Osborn,28,153,65,modern pentathlon
Malena Copeland,20,180,73,softball
Darren Miller,23,163,71,taekwondo
Myron White,32,153,66,volleyball
Henry Curtis,50,163,87,sailing
Kina Dickson,36,200,53,cycling
Devorah Harper,16,199,44,rowing
Lyndia Cruz,48,187,77,aquatics
Neida Harper,18,186,57,table tennis
Danilo Robles,22,199,66,handball
Miss Hendricks,26,165,38,sailing
Caroll Alexander,17,186,86,rowing
Cicely Rivera,39,168,63,badminton
Lesley Downs,33,199,88,fencing
Alysa Perkins,32,151,73,weightlifting
Alexis Melton,38,154,57,modern pentathlon
Eric Duke,37,182,71,modern pentathlon
Homer Hayden,27,185,68,cycling
Dann Diaz,42,195,79,judo
Toshia Erickson,26,190,44,rowing
Myrtie Cummings,25,193,65,shooting
Max Hooper,40,192,50,handball
Johnnie Johns,18,156,68,weightlifting
Wilmer Roach,18,196,55,boxing
Cristobal Harrison,44,155,51,football
Erwin Schwartz,34,192,90,table tennis
Shavon Romero,45,165,62,aquatics
Frederic Holloway,24,196,80,canoeing
Brandon Hayes,43,168,77,fencing
Vern Andrews,29,174,41,badminton
Felton Levy,30,156,75,volleyball
Elden Gentry,50,164,78,cycling
Regine Lowe,48,180,72,equestrian
Curt Mccormick,17,170,42,equestrian
Joel O'neil,23,161,83,aquatics
Eli Fox,26,184,61,modern pentathlon
Chang Riggs,46,153,69,shooting
Tamala Garner,24,175,83,athletics
Bernardo Blair,28,154,80,badminton
Adriene Chavez,25,156,82,baseball
Lyla Jackson,50,182,75,weightlifting
Niesha Carr,24,195,42,volleyball
Carlena Prince,47,186,60,table tennis
Irvin Burns,49,198,77,athletics
Tu Duran,46,180,45,rowing
Mitchell Velez,46,183,65,baseball
Alysa Pierce,21,157,71,weightlifting
Caroll Rutledge,48,161,40,judo
Roger Mccormick,22,154,64,rowing
Phillip Cantrell,49,170,43,hockey
Maximo Shepard,18,156,68,fencing
Lynwood Kerr,22,167,85,badminton
Delaine Craig,21,165,63,athletics
Simonne Graham,17,195,82,archery
Deandrea Michael,22,159,88,athletics
Peter Mckenzie,27,195,84,equestrian
Rodolfo Herman,26,174,40,handball
Gaston Whitley,28,179,72,badminton
Natacha Emerson,35,174,65,fencing
Isreal Farrell,23,165,57,basketball
Jim Harris,49,170,42,triathlon
Merle Nolan,26,191,70,hockey
Roy Cain,47,167,82,judo
Lamar Soto,25,164,79,archery
Joel Workman,36,167,54,athletics
Edgardo Mcconnell,34,187,74,judo
Maybell Fitzpatrick,46,183,59,archery
Claude Hinton,39,173,63,athletics
Kathey Dunlap,21,182,45,badminton
Sebastian Dotson,21,170,78,modern pentathlon
Ranee Page,31,161,50,aquatics
Somer Lambert,44,163,46,handball
Obdulia Morgan,35,157,80,fencing
Heriberto House,29,169,81,handball
Barton Mathews,43,183,71,aquatics
Herschel Carson,28,151,44,shooting
Shyla Chang,45,185,46,hockey
Alyse Gibson,33,153,69,fencing
Ervin Santos,41,186,84,archery
Fred Norris,35,158,61,badminton
Jenise Sanders,46,176,44,rowing
Gerry Robinson,30,179,75,tennis
Glen Barrett,41,156,86,baseball
Elmer Waters,44,176,69,volleyball
Jovan Hancock,44,175,85,triathlon
Clark Watson,20,180,81,boxing
Rupert Gay,24,175,61,basketball
Eleonore Bradford,23,153,38,judo
Estefana Stanton,16,151,75,baseball
Piper Bryan,36,179,52,boxing
Clarence Gibson,39,159,61,rowing
Russel Williamson,16,172,46,archery
Curtis Guzman,24,191,69,softball
Brad Mcclain,41,177,65,rowing
Augustina Ellison,44,187,87,triathlon
Arden Albert,30,173,51,cycling
Leeanne Jimenez,22,160,43,fencing
Leontine Baker,41,191,66,handball
Donnie Thomas,19,182,71,basketball
Marquetta Barker,45,182,67,triathlon
Gerard Wallace,16,164,46,badminton
Francene Estes,41,194,84,aquatics
Hershel Curry,50,194,82,rowing
Margarett Weaver,25,193,41,gymnastics
Anderson Donovan,19,190,56,sailing
Ethan Benjamin,16,169,87,canoeing
Loren Moran,50,199,59,basketball
Huong Moran,22,196,72,basketball
Thao Butler,25,161,78,triathlon
Laveta Mercado,37,180,43,equestrian
Marlen Macias,24,158,49,weightlifting
Melany Miller,45,174,80,basketball
Phebe Hurst,34,173,72,table tennis
Dan Nieves,36,194,46,football
Quinn Hogan,26,186,86,triathlon
Thomas Bowman,44,183,55,gymnastics
Millard Frank,22,183,48,basketball
Josefine Mullen,41,194,64,equestrian
Taren Bowen,35,168,85,handball
Vasiliki Sosa,30,159,80,equestrian
Malisa Phillips,40,191,81,tennis
Eric Bridges,42,176,84,gymnastics
Tawny Casey,40,178,79,taekwondo
Jess Alexander,27,160,78,volleyball
Teddy May,36,163,39,tennis
Bertram Miranda,21,174,66,judo
Freddie Grant,22,168,86,fencing
Phil Callahan,25,160,77,modern pentathlon
Rolande Martin,24,167,65,tennis
Bryce Sloan,33,161,44,baseball
Etha Hatfield,28,179,85,taekwondo
Francie Lancaster,37,179,44,triathlon
Lenny Brady,34,154,65,fencing
Mitsue Trujillo,31,176,51,handball
Barbera Young,46,188,56,handball
Lewis Olson,36,159,80,volleyball
Kayleen O'donnell,36,183,90,archery
Shenika Foley,17,159,49,modern pentathlon
Gonzalo Gutierrez,33,159,52,football
Federico Carver,19,170,38,archery
Beau Drake,40,199,70,taekwondo
Dannie Oliver,30,196,85,table tennis
Lynwood Herman,27,187,46,rowing
Dan Alford,42,183,86,hockey
Shonna Strong,18,169,85,baseball
Leandro Cantrell,36,164,57,triathlon
Brian Howe,16,190,82,aquatics
Gregory Mosley,25,166,53,football
Kelley Wiley,44,162,60,taekwondo
Brent Tanner,21,155,89,taekwondo
Alisia Miles,17,163,57,aquatics
Allyn Dorsey,28,179,88,taekwondo
Shad Fulton,37,162,81,basketball
Kary Ayers,26,179,42,archery
Rocky Lambert,40,188,57,archery
Cornell Bryan,18,176,44,equestrian
Carmelia Daniel,32,200,60,hockey
Wayne Hernandez,20,192,59,aquatics
Rochell Wong,17,174,59,equestrian
Reynaldo Hubbard,22,188,59,shooting
Hubert Carter,32,180,89,weightlifting
Levi Burris,46,191,62,basketball
Devona Miles,33,194,86,volleyball
Shala Knox,47,188,45,fencing
Cole Bridges,16,189,50,sailing
Hilton Sykes,27,172,74,softball
Newton Alford,35,170,58,athletics
Oscar Dotson,23,190,71,aquatics
Clyde Warren,35,178,65,badminton
Elly Pate,36,151,87,shooting
Eddie Hardin,18,152,75,weightlifting
Leonarda Dunlap,25,187,89,volleyball
Simonne Mckinney,38,197,40,fencing
Golden Faulkner,22,195,50,handball
Edgar Saunders,44,199,47,judo
Dong Williams,45,176,85,baseball
Venice Dillon,44,154,52,taekwondo
Keith Morgan,34,190,83,table tennis
Regena Ferrell,40,160,88,softball
Willena Gamble,17,178,58,boxing
Alise Garner,39,186,82,aquatics
Florentino Howell,16,182,74,equestrian
Vanita Ingram,46,163,80,archery
Alise Clark,41,189,68,archery
Elliott Hart,36,171,89,volleyball
Max Jackson,45,187,53,rowing
Leigha Frazier,45,183,59,cycling
Eryn Brooks,24,157,58,fencing
Arturo Rivers,23,154,67,basketball
Florentino Valencia,31,177,40,athletics
Meg Goff,19,161,40,gymnastics
Yahaira Howell,35,176,73,aquatics
Sheba Stark,49,180,61,equestrian
Vito Berry,29,174,89,weightlifting
Glennis Hughes,43,191,83,athletics
Jason Mcleod,45,177,87,volleyball
Danny Blackburn,44,194,89,badminton
Lucio Tyler,50,183,72,boxing
Issac Lloyd,41,169,67,table tennis
Brinda Stokes,41,175,72,judo
Florance Mcfarland,37,193,40,triathlon
Sylvester Mccarthy,35,189,81,boxing
Elenora Joyner,47,165,58,taekwondo
Dong Atkins,26,195,53,basketball
Vinnie Evans,25,158,45,softball
Reanna Cooke,42,189,54,hockey
Joaquina Rosales,45,165,57,softball
Nieves Blair,33,165,70,table tennis
Lady Bauer,37,167,56,table tennis
Gilberte Langley,20,185,51,softball
Jared Hawkins,40,185,71,shooting
Olin Mathis,40,195,60,basketball
Elmer Evans,50,188,77,volleyball
Sherril Suarez,39,192,84,judo
Tatum Chase,31,159,69,modern pentathlon
Yang Levine,38,183,63,rowing
Lynetta Fields,45,187,56,hockey
Lynn Tillman,37,200,46,softball
Gordon Massey,17,195,50,volleyball
Omega Carson,18,153,82,hockey
Tiffiny Calhoun,39,187,60,softball
Kristofer Stafford,28,164,82,fencing
Jodee Everett,22,198,66,shooting
France Perez,35,161,48,handball
Emerson Harris,42,174,39,rowing
Elfreda Rojas,41,153,84,fencing
Clarisa Hansen,16,159,70,softball
Tommy Carr,42,162,72,sailing
Katerine Alvarado,38,198,82,hockey
Mao Charles,46,155,58,weightlifting
Maria Goodman,30,175,44,volleyball
Waltraud Chase,18,156,53,table tennis
Carroll Chang,45,171,72,boxing
Jule Mckenzie,21,185,59,handball
Willy Rodriguez,16,187,64,tennis
Raina Weber,32,186,43,archery
Lovetta Myers,34,191,45,sailing
Beatris Willis,24,172,73,judo
Antwan Erickson,17,183,38,basketball
Tonita Sanford,47,189,81,canoeing
Andrea Walters,39,185,48,volleyball
Norberto Kelly,21,186,66,sailing
Theron Miller,34,170,45,triathlon
Mercedez Kent,21,185,69,shooting
Freddie Guzman,39,158,73,canoeing
Jerrell Barrera,27,170,76,basketball
Vashti Fitzgerald,16,199,69,sailing
Sherill Stafford,31,156,50,badminton
Joya Pickett,25,172,61,archery
Milda Savage,26,161,46,cycling
Delcie Bradford,28,178,65,triathlon
Vaughn Bauer,30,179,56,basketball
Dominique Luna,27,160,62,volleyball
Martin Townsend,44,166,54,canoeing
Riley Haynes,22,175,42,aquatics
Roland Rowe,27,183,65,volleyball
Aundrea Welch,22,196,86,hockey
Clora Mack,27,169,61,aquatics
Aliza Zamora,23,193,44,boxing
Stevie O'connor,46,187,75,athletics
Wendie Sargent,19,199,75,baseball
Marchelle Barry,41,192,41,aquatics
Pasty Glass,45,162,57,volleyball
Romeo Sargent,39,155,72,softball
Eleonor Hutchinson,45,166,71,softball
Ethelene Gamble,46,159,64,fencing
Julene Rollins,26,154,46,hockey
Barbar Lane,32,189,62,rowing
Un Bentley,32,200,75,cycling
Curt Mcclain,29,162,58,judo
Edra Sims,41,169,42,tennis
Reiko Vinson,46,176,65,badminton
Kemberly Berry,30,175,89,basketball
Arie Carter,49,151,80,gymnastics
Deloras Mills,23,156,75,fencing
Queenie Best,37,152,75,handball
Myrl Ryan,44,175,38,softball
